34,2,4.007
34,3,3.960
35,1,7.030
35,2,4.013
35,3,3.932
36,1,1.069
36,2,1.031
36,3,0.993
37,1,0.193
37,2,0.076
37,3,0.081
38,1,0.056
38,2,0.035
38,3,0.035
39,1,0.121
39,2,0.035
39,3,0.030
40,1,0.255
40,2,0.145
40,3,0.165
41,1,0.231
41,2,0.022
41,3,0.020
42,1,0.130
42,2,0.016
42,3,0.023
43,1,0.029
43,2,0.017
43,3,0.014
1,1,0.001
1,2,0.001
1,3,0.001
2,1,2.950
2,2,0.015
2,3,0.016
3,1,1.231
3,2,0.042
3,3,0.040
4,1,1.623
4,2,0.054
4,3,0.053
5,1,1.725
5,2,1.645
5,3,1.656
6,1,2.917
6,2,1.637
6,3,1.622
7,1,0.460
7,2,0.029
7,3,0.030
8,1,0.033
8,2,0.024
8,3,0.023
9,1,1.318
9,2,0.613
9,3,0.602
10,1,0.719
10,2,0.681
10,3,0.732
11,1,0.723
11,2,0.260
11,3,0.253
12,1,0.695
12,2,0.242
12,3,0.251
13,1,1.109
13,2,1.092
13,3,1.046
14,1,1.399
14,2,1.353
14,3,1.340
15,1,1.596
15,2,1.217
15,3,1.240
16,1,0.693
16,2,0.659
16,3,0.660
17,1,3.020
17,2,2.901
17,3,2.974
18,1,2.082
18,2,2.092
18,3,2.115
19,1,6.466
19,2,5.449
19,3,5.359
20,1,0.083
20,2,0.021
20,3,0.022
21,1,9.718
21,2,1.440
21,3,2.133
22,1,3.571
22,2,1.232
22,3,1.277
23,1,6.888
23,2,2.142
23,3,2.212
24,1,24.819
24,2,4.964
24,3,4.771
25,1,0.455
25,2,0.413
25,3,0.409
26,1,0.393
26,2,0.355
26,3,0.398
27,1,0.422
27,2,0.408
27,3,0.406
28,1,2.789
28,2,1.103
28,3,1.080
29,1,16.675
29,2,14.352
29,3,15.100
30,1,2.394
30,2,2.370
30,3,2.384
31,1,0.841
31,2,0.669
31,3,0.671
32,1,1.533
32,2,0.927
32,3,0.940
33,1,4.315
33,2,4.353
33,3,4.450
34,1,4.140
34,2,4.008
34,3,3.944
35,1,4.431
35,2,3.973
35,3,3.978
36,1,1.052
36,2,1.022
36,3,1.129
37,1,0.188
37,2,0.090
37,3,0.094
38,1,0.063
38,2,0.048
38,3,0.043
39,1,0.111
39,2,0.035
39,3,0.032
40,1,0.247
40,2,0.147
40,3,0.156
41,1,0.206
41,2,0.021
41,3,0.019
42,1,0.115
42,2,0.016
42,3,0.017
43,1,0.027
43,2,0.014
